run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
complete_pruned_t07_aic,trial_level_log_reg,1583,0.8761844598862919,0.8682903634826711,1352,231,0.7607357721549977,0.8682903634826711,0.7963864213864214,0.9110470136727454,0.8761844598862919,0.8866524165008056,0.9309280463126617,0.981898639205774,35,last_visited_answer_A | last_before_select_answer_A | num_label_visits__wrong_mean | skip_rate__contrast | last_before_confirm_answer_B | area_dwell_proportion__correct | skip_rate__correct | last_before_select_answer_D | num_label_visits__contrast | TimeSinceOffset_pure_answer_A | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_furthest | area_dwell_proportion__distance_furthest | has_xyx | ANSWER_PRESS_NUMBER | RT_normalized_critical__x__RT_normalized_answer_A | RT_normalized_critical__x__RT_normalized_answer_B | mean_max_fix_pupil_size_z__contrast | last_visited_answer_C | last_before_confirm_answer_D | skip_rate__distance_closest | last_before_select_question | RT_normalized_question | num_label_visits__distance_closest | TFD_pure_distractor__x__TFD_pure_question | last_visited_answer_D | RT_pure_outside__x__RT_pure_answer_C | TFD_normalized_outside__x__TFD_normalized_answer_D | mean_first_fixation_duration__wrong_mean | mean_fixations_count__distance_furthest | RT_pure_outside__x__RT_pure_answer_A | RT_normalized_critical__x__RT_normalized_answer_C | mean_fixations_count__contrast | mean_max_fix_pupil_size_z__question | first_encounter_avg_pupil_size_z__distance_closest,0.5484764542936288,0.8571428571428571,0.668918918918919,231,0.9729950900163666,0.8794378698224852,0.9238539238539238,1352
