run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_select_pruned_t08_aic,trial_level_log_reg,3887,0.8317468484692565,0.845190369643517,3249,638,0.730888275078734,0.845190369643517,0.7596381208699441,0.8907800389661985,0.8317468484692565,0.8480720747270624,0.9123376278787494,0.9785757464544851,25,area_dwell_proportion__correct | num_label_visits__wrong_mean | last_before_select_answer_A | num_label_visits__correct | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__distance_closest | last_before_select_answer_D | skip_rate__contrast | has_xyx | mean_max_fix_pupil_size_z__wrong_mean | mean_first_fixation_duration__distance_closest | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | mean_fixations_count__wrong_mean | first_encounter_avg_pupil_size_z__correct | last_before_select_answer_B | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_first_fixation_duration__distance_furthest | mean_fixations_count__distance_furthest | mean_fixations_count__distance_closest | mean_dwell_time__correct | first_encounter_avg_pupil_size_z__distance_closest | mean_min_fix_pupil_size_z__distance_closest,0.4928571428571429,0.8652037617554859,0.6279863481228669,638,0.9689194073003252,0.8251769775315482,0.8912898936170213,3249
