model_name,accuracy,balanced_accuracy,n_test,n_positive,n_negative,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,formula
full_features_correctness_glmer,0.8551582197067147,0.6135705126535196,3887,3249,638,0.6506024096385542,0.25391849529780564,0.3652762119503946,638,0.8691588785046729,0.9732225300092336,0.9182517787135183,3249,0.7598806440716135,0.6135705126535196,0.6417639953319565,0.8332857045564908,0.8551582197067147,0.8274881019461211,0.8555111242330653,0.9626765424316237,is_correct ~ skip_rate_correct + area_dwell_proportion_correct + num_label_visits_correct + skip_rate_wrong_mean + area_dwell_proportion_wrong_mean + num_label_visits_wrong_mean + seq_len + has_xyx + (1|participant_id) + (1|text_id_with_q)
