run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_no_last_pruned_t05_aic,trial_level_log_reg,3887,0.7947002829945974,0.7946884548995543,3249,638,0.6917854346320417,0.7946884548995543,0.7128774734466188,0.8663862592419396,0.7947002829945974,0.815836199099521,0.8632673086775675,0.966053963324694,11,area_dwell_proportion__correct | num_label_visits__wrong_mean | num_label_visits__contrast | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | has_xyx | mean_max_fix_pupil_size_z__wrong_mean | skip_rate__distance_closest | mean_max_fix_pupil_size_z__contrast | mean_avg_fix_pupil_size_z__distance_furthest | has_xyxy,0.43185689948892675,0.7946708463949843,0.5596026490066225,638,0.9517139697751567,0.7947060634041243,0.8661522978866152,3249
