run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent,trial_level_log_reg,1583,0.7927984838913456,0.7135876943569252,1352,231,0.6472538631346578,0.7135876943569252,0.6653104372937293,0.8431188329644862,0.7927984838913456,0.8115889431646891,0.7711647327031943,0.9334105558442812,5,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B,0.37066666666666664,0.6017316017316018,0.45874587458745875,231,0.9238410596026491,0.8254437869822485,0.871875,1352
