run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
20_most_frequent_last_select,trial_level_log_reg,1583,0.8730259001895135,0.8718252900945209,1352,231,0.7577748328494179,0.8718252900945209,0.7941214722330602,0.9117634460654456,0.8730259001895135,0.8843784760485544,0.9271465713773407,0.9833069307227438,21,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast | skip_rate__distance_closest | area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__contrast | RT_normalized_critical__x__RT_normalized_answer_B | area_dwell_proportion__distance_furthest | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_C | last_visited_answer_C | last_before_select_answer_B,0.5403225806451613,0.8701298701298701,0.6666666666666666,231,0.9752270850536746,0.8735207100591716,0.9215762777994537,1352
