model,n_test,accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_features_correctness_log_reg,3887,0.798559300231541,3249,638,0.6938345946316704,0.7944776352694969,0.7157491268697176,0.8663495513012365,0.798559300231541,0.8188079269877924,0.4370112945264987,0.7884012539184952,0.5623253214086081,638,0.9506578947368421,0.8005540166204986,0.869172932330827,3249
