run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_ans_aic,trial_level_log_reg,1583,0.8559696778269109,0.858250723635339,1352,231,0.7384307207092018,0.858250723635339,0.7730094840381374,0.9045860434443241,0.8559696778269109,0.8701864717468261,0.9194491406029868,0.9817694566855126,40,last_visited_answer_A | mean_fixations_count__wrong_mean | area_dwell_proportion__contrast | num_label_visits__answer_B | num_label_visits__contrast | last_visited_answer_D | mean_first_fixation_duration__contrast | trial_mean_dwell | first_encounter_avg_pupil_size_z__correct | area_dwell_proportion__answer_D | has_xyx | last_visited_answer_B | skip_rate__answer_B | num_label_visits__distance_furthest | mean_dwell_time__distance_closest | ANSWER_PRESS_NUMBER | mean_avg_fix_pupil_size_z__answer_C | skip_rate__distance_closest | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | skip_rate__answer_C | num_label_visits__distance_closest | skip_rate__question | area_dwell_proportion__question | skip_rate__contrast | mean_dwell_time__distance_furthest | mean_dwell_time__correct | first_encounter_avg_pupil_size_z__question | mean_max_fix_pupil_size_z__correct | mean_dwell_time__wrong_mean | mean_first_fixation_duration__answer_B | mean_first_fixation_duration__distance_furthest | mean_max_fix_pupil_size_z__contrast | mean_min_fix_pupil_size_z__wrong_mean | area_dwell_proportion__answer_B | mean_max_fix_pupil_size_z__answer_C | mean_max_fix_pupil_size_z__distance_closest | num_label_visits__question | mean_max_fix_pupil_size_z__question | area_dwell_proportion__correct,0.5037974683544304,0.8614718614718615,0.6357827476038339,231,0.9730639730639731,0.8550295857988166,0.9102362204724409,1352
