run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
3_most_frequent_last_confirm,trial_level_log_reg,3887,0.8137381013635194,0.8256005464907938,3249,638,0.7131487943911952,0.8256005464907938,0.7382929732544731,0.8811837787192429,0.8137381013635194,0.8326807209749905,0.8937126542915061,0.974277018749233,8,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.4629948364888124,0.8432601880877743,0.5977777777777777,638,0.963302752293578,0.8079409048938134,0.8788081687311684,3249
