run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,formula
julia_pruned_0.5_AIC_no_pref,full_features_correctness_julia_glmer,3887,0.8595317725752508,0.8416570905347294,3249,638,0.7541867479825366,0.8416570905347294,0.7837512054001928,0.8923363508010081,0.8595317725752508,0.8697412362103086,0.9208871598784675,0.9805869356158438,13,last_visited_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_visited_answer_D | mean_first_fixation_duration__wrong_mean | has_xyx | last_visited_answer_C | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_furthest | skip_rate__distance_closest | num_label_visits__contrast | mean_max_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__distance_closest,0.5485232067510548,0.8150470219435737,0.6557377049180327,638,0.9598502892140184,0.8682671591258849,0.9117647058823529,3249,is_correct ~ 1 + last_visited_answer_A + area_dwell_proportion__correct + num_label_visits__wrong_mean + last_visited_answer_D + mean_first_fixation_duration__wrong_mean + has_xyx + last_visited_answer_C + mean_max_fix_pupil_size_z__wrong_mean + num_label_visits__distance_furthest + skip_rate__distance_closest + num_label_visits__contrast + mean_max_fix_pupil_size_z__contrast + first_encounter_avg_pupil_size_z__distance_closest + (1 | participant_id) + (1 | text_id_with_q)
