run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_last_ans,trial_level_log_reg,3887,0.7229225623874453,0.792059722258404,3249,638,0.6660545901487361,0.792059722258404,0.6603834245524598,0.8708577287904876,0.7229225623874453,0.7582789214872004,0.8184413627149323,0.9447145263978202,4,last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.3611638203668564,0.8949843260188087,0.5146462370437134,638,0.9709453599306158,0.6891351184979994,0.8061206120612061,3249
