run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
10_most_frequent_last_confirm,trial_level_log_reg,3887,0.8222279392847954,0.831938643286432,3249,638,0.7205130818304243,0.831938643286432,0.7473579227702166,0.8843486727085015,0.8222279392847954,0.8397424280252097,0.9025463344882584,0.9768187417805743,15,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | has_xyxy | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.4766107678729038,0.8463949843260188,0.6098249576510446,638,0.9644153957879448,0.8174823022468451,0.8848908878893886,3249
