term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.47757324977341464,0.1165391584069093,6.986814453418047e-05,0.2491564992958724,0.7059900002509569,***
distractor,0.12506397177108794,0.09828512440219879,0.20351926407521934,-0.06757487205722168,0.31770281559939756,
outside,-0.11912376880530898,0.14237159155832763,0.4029853811155081,-0.39817208825963113,0.15992455064901315,
