term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.38865222116726666,0.08418428037802214,5.99271059855228e-06,0.22365103162634328,0.5536534107081901,***
distractor,-0.006034008958199213,0.07152490438176622,0.9327780889603907,-0.146222821546461,0.13415480363006255,
outside,0.07717854030043356,0.10425885439716875,0.45924988289640445,-0.1271688143180172,0.2815258949188843,
