term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.2271919380866187,0.10052198701949891,0.024045028710930384,0.030168843528400824,0.42421503264483656,*
distractor,-0.0426666638450172,0.07474510755782941,0.5691451926655262,-0.18916707465836285,0.10383374696832844,
outside,0.353668448832475,0.14065572717298033,0.012176582857006681,0.07798322357343357,0.6293536740915164,*
