term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.28558407374571426,0.14625397482433436,0.05191080421286541,-0.0010737169099810928,0.5722418644014096,.
distractor,0.2897695506726979,0.11117347205228169,0.010917696512207734,0.07186954545022578,0.50766955589517,*
outside,0.2902579904536132,0.21858825693717826,0.18507369706183116,-0.13817499314325615,0.7186909740504825,
