term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.32599384853149854,0.13403836186212195,0.015896357205017947,0.06327865928173954,0.5887090377812576,*
distractor,-0.25396059007715455,0.1011800598292897,0.012718588570301417,-0.45227350734256233,-0.055647672811746735,*
outside,0.30459607738749234,0.15766500124809776,0.07514870491569496,-0.004427325058779297,0.613619479833764,.
