term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.17683178145796877,0.24324025662315432,0.4689624198553458,-0.2999191215234137,0.6535826844393512,
distractor,0.2657330752770413,0.21198068855704044,0.21200841541326773,-0.14974907429475792,0.6812152248488406,
outside,0.26659865155830637,0.3700429742041567,0.4726085128211577,-0.4586855778818408,0.9918828809984535,
