term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.284212783540146,0.15223582884022546,0.06272058579317025,-0.01416944098669587,0.5825950080669879,.
distractor,0.05807383591253706,0.13339146547508376,0.6641661162443776,-0.2033734364186271,0.3195211082437012,
outside,0.11508617312425289,0.21210490935003937,0.5877703004701786,-0.3006394492018242,0.53081179545033,
