term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.1444900931900788,0.13115203271756465,0.2710762809390285,-0.11256789093634792,0.40154807731650555,
distractor,-0.1400086019642447,0.08956691581463033,0.11863548151008173,-0.31555975696092015,0.03554255303243076,
outside,0.6146411525288045,0.1864020572051136,0.0010614275290823187,0.2492931204067818,0.9799891846508271,**
