term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.08346030825229309,0.01967231108610591,2.5083965792812288e-05,0.044902578523525506,0.12201803798106067,***
distractor,0.028952563471774172,0.01401967699818982,0.0396971350069608,0.0014739965553221233,0.056431130388226225,*
outside,0.14604505398241693,0.023750230744151484,1.1633955609851078e-09,0.09949460172388003,0.19259550624095384,***
