run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
10_most_frequent_last_ans,trial_level_log_reg,3887,0.8163107795214819,0.8340673426402723,3249,638,0.7174135071781962,0.8340673426402723,0.7431008972943431,0.885198288262224,0.8163107795214819,0.835221862352203,0.8963910766852786,0.9746595480757156,14,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_max_fix_pupil_size_z__wrong_mean | area_dwell_proportion__distance_furthest | has_xyxy | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.4676320272572402,0.8605015673981191,0.6059602649006622,638,0.9671949870991522,0.8076331178824253,0.8802415296880242,3249
