group,n,k_correct,accuracy,ci_low,ci_high
XYX absent,7046,6196,0.8793641782571672,0.8715515764898879,0.8867633337344779
XYX present,2673,2253,0.8428731762065096,0.828585927491145,0.8561762937773828
