group,n,k_correct,accuracy,ci_low,ci_high
XYX absent,6921,5742,0.8296488946684005,0.820609493872666,0.8383225458147112
XYX present,2796,2148,0.7682403433476395,0.7522380419313142,0.7835065516199782
