_bin,n,k_correct,bin_left,bin_right,bin_center,accuracy,ci_low,ci_high
32,67,41,320.0,330.0,325.0,0.6119402985074627,0.4922287051487494,0.7195112894307066
33,61,30,330.0,340.0,335.0,0.4918032786885246,0.37060186643725185,0.6139759354676981
34,48,30,340.0,350.0,345.0,0.625,0.48362506125249566,0.7478492759593187
35,53,33,350.0,360.0,355.0,0.6226415094339622,0.4880665023609231,0.7406392342826617
36,38,23,360.0,370.0,365.0,0.6052631578947368,0.4471758699869596,0.7440214073638108
37,28,12,370.0,380.0,375.0,0.42857142857142855,0.2650829618073123,0.6092952101438459
38,35,20,380.0,390.0,385.0,0.5714285714285714,0.4085712925897337,0.7201566691832108
39,29,15,390.0,400.0,395.0,0.5172413793103449,0.3443073797056916,0.6861418066920478
40,26,13,400.0,410.0,405.0,0.5,0.3206030631500208,0.6793969368499793
41,32,15,410.0,420.0,415.0,0.46875,0.3086912990168234,0.6355076206742618
42,15,11,420.0,430.0,425.0,0.7333333333333333,0.4804911034231324,0.8910272389681718
43,17,9,430.0,440.0,435.0,0.5294117647058824,0.30962897311549487,0.738351988039119
44,22,14,440.0,450.0,445.0,0.6363636363636364,0.4295134934371805,0.802670272273921
45,16,9,450.0,460.0,455.0,0.5625,0.33178195606776517,0.7690163666481448
46,25,16,460.0,470.0,465.0,0.64,0.44518154601046633,0.7975234356826436
47,15,9,470.0,480.0,475.0,0.6,0.357464427565077,0.8017577191740534
48,10,6,480.0,490.0,485.0,0.6,0.3126695474501863,0.8318224187964902
49,18,10,490.0,500.0,495.0,0.5555555555555556,0.3371606942825164,0.7544076889861088
50,7,4,500.0,510.0,505.0,0.5714285714285714,0.2504542304090258,0.8417830777373732
51,10,5,510.0,520.0,515.0,0.5,0.23658959361548731,0.7634104063845126
52,5,1,520.0,530.0,525.0,0.2,0.03622316096978745,0.6244717358814613
53,10,3,530.0,540.0,535.0,0.3,0.10778928748621183,0.6032267800204347
54,4,3,540.0,550.0,545.0,0.75,0.3006360524426366,0.9544139373553637
55,7,6,550.0,560.0,555.0,0.8571428571428571,0.4868654966809701,0.9743210440510252
56,6,5,560.0,570.0,565.0,0.8333333333333334,0.43649056343635395,0.9699474141282697
57,7,3,570.0,580.0,575.0,0.42857142857142855,0.1582169222626269,0.7495457695909742
58,5,4,580.0,590.0,585.0,0.8,0.3755282641185388,0.9637768390302125
59,2,1,590.0,600.0,595.0,0.5,0.09452865480086614,0.9054713451991339
60,6,4,600.0,610.0,605.0,0.6666666666666666,0.29998832134152864,0.9032306674407831
61,3,3,610.0,620.0,615.0,1.0,0.43849391955098227,1.0
62,2,1,620.0,630.0,625.0,0.5,0.09452865480086614,0.9054713451991339
63,3,0,630.0,640.0,635.0,0.0,0.0,0.5615060804490177
64,7,3,640.0,650.0,645.0,0.42857142857142855,0.1582169222626269,0.7495457695909742
65,8,0,650.0,660.0,655.0,0.0,0.0,0.32441561951087694
66,4,2,660.0,670.0,665.0,0.5,0.15003570882017148,0.8499642911798285
67,3,1,670.0,680.0,675.0,0.3333333333333333,0.061490315276160556,0.792345044873512
68,2,1,680.0,690.0,685.0,0.5,0.09452865480086614,0.9054713451991339
69,1,0,690.0,700.0,695.0,0.0,0.0,0.7934567085261071
