run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
7_most_frequent_last_all,trial_level_log_reg,3887,0.8551582197067147,0.8604542897694105,3249,638,0.7534348286503343,0.8604542897694105,0.7854131445690002,0.8992886309832334,0.8551582197067147,0.8675902164031936,0.9286030618536111,0.983073283183674,21,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5363020329138432,0.8683385579937304,0.6630760023937762,638,0.9705676243868255,0.8525700215450908,0.9077502867442242,3249
