run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
7_most_frequent,trial_level_log_reg,3887,0.7633136094674556,0.7765432527587461,3249,638,0.6705794516447148,0.7765432527587461,0.68360258664379,0.8581308738563155,0.7633136094674556,0.7902788965323553,0.8401808706995448,0.9604438851503547,7,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest,0.3913713405238829,0.7962382445141066,0.5247933884297521,638,0.9497875627655465,0.7568482610033856,0.842411784857828,3249
