run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - correct+mean_wrong RT,trial_level_log_reg,1583,0.7751105495893872,0.7175901022054868,1352,231,0.639335186871048,0.7175901022054868,0.6554066283478048,0.8436361017801197,0.7751105495893872,0.7992309538695774,0.8079260483106636,0.9577032564176524,2,RT_normalized_correct | RT_normalized_wrong_mean,0.35083532219570407,0.6363636363636364,0.4523076923076923,231,0.9278350515463918,0.7988165680473372,0.8585055643879174,1352
