model_name,n_rows,n_positive,n_negative,formula,random_effect_variance_summary
full_features_correctness_julia_glmer_fit_all,19436,16339,3097,is_correct ~ 1 + area_dwell_proportion_answer_A + num_label_visits_wrong_mean + num_label_visits_contrast + area_dwell_proportion_answer_D + mean_first_fixation_duration_wrong_mean + num_label_visits_distance_furthest + has_xyx + area_dwell_proportion_answer_B + mean_max_fix_pupil_size_z_wrong_mean + skip_rate_distance_closest + area_dwell_proportion_answer_C + mean_max_fix_pupil_size_z_contrast + first_encounter_avg_pupil_size_z_distance_closest + num_label_visits_question + (1|participant_id) + (1|text_id_with_q),"Variance components:
                  Column   Variance Std.Dev. 
text_id_with_q (Intercept)  2.408088 1.551802
participant_id (Intercept)  0.767116 0.875851

"
