run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
3_most_frequent_last_ans,trial_level_log_reg,1583,0.7770056854074542,0.828175030098107,1352,231,0.6823037654968784,0.828175030098107,0.696847435540633,0.8916940065614849,0.7770056854074542,0.8072373594972749,0.8807442557442557,0.9719427997545129,7,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.38661710037174724,0.9004329004329005,0.540962288686606,231,0.9779904306220095,0.7559171597633136,0.85273258239466,1352
