run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
all_last_all_aic,trial_level_log_reg,1583,0.8768161718256475,0.8668655062885833,1352,231,0.7612621137840612,0.8668655062885833,0.7966305037444337,0.9106693791411758,0.8768161718256475,0.8870612219728448,0.9368452060759751,0.9846906644831184,44,last_visited_answer_A | last_before_select_answer_A | mean_fixations_count__wrong_mean | last_before_confirm_answer_A | area_dwell_proportion__contrast | num_label_visits__answer_B | skip_rate__contrast | area_dwell_proportion__answer_D | last_before_confirm_answer_B | has_xyx | trial_mean_dwell | mean_avg_fix_pupil_size_z__correct | num_label_visits__contrast | num_label_visits__distance_furthest | skip_rate__answer_B | last_before_select_answer_D | ANSWER_PRESS_NUMBER | last_before_confirm_question | mean_dwell_time__correct | area_dwell_proportion__distance_furthest | last_before_select_question | skip_rate__distance_closest | mean_avg_fix_pupil_size_z__answer_C | skip_rate__question | mean_first_fixation_duration__answer_B | last_visited_answer_D | mean_dwell_time__wrong_mean | area_dwell_proportion__distance_closest | mean_min_fix_pupil_size_z__correct | skip_rate__answer_C | mean_dwell_time__distance_furthest | mean_dwell_time__question | first_encounter_avg_pupil_size_z__question | mean_max_fix_pupil_size_z__answer_D | num_label_visits__distance_closest | mean_min_fix_pupil_size_z__wrong_mean | mean_max_fix_pupil_size_z__answer_B | area_dwell_proportion__answer_C | mean_max_fix_pupil_size_z__answer_C | mean_avg_fix_pupil_size_z__answer_D | first_encounter_avg_pupil_size_z__answer_B | mean_max_fix_pupil_size_z__distance_closest | mean_first_fixation_duration__distance_furthest | mean_avg_fix_pupil_size_z__wrong_mean,0.5502793296089385,0.8528138528138528,0.6689303904923599,231,0.9722448979591837,0.8809171597633136,0.9243306169965075,1352
