run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
SELECTION + LAST,trial_level_log_reg,2038,0.8056918547595682,0.818688492063492,1750,288,0.6880080063676375,0.818688492063492,0.7125737754661583,0.8885368948862887,0.8056918547595682,0.8299346650583697,0.8962579365079365,0.980361565493419,12,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct | last_before_confirm_correct | last_before_confirm_question,0.40847457627118644,0.8368055555555556,0.5489749430523918,288,0.9675414364640884,0.8005714285714286,0.8761726078799249,1750
