run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_ans_pruned_t06,trial_level_log_reg,3887,0.821713403653203,0.8335202729366451,3249,638,0.7206512795601665,0.8335202729366451,0.7474294908488945,0.8850582614959411,0.821713403653203,0.8394386447066029,0.9007628100664685,0.9756898122708769,23,area_dwell_proportion__correct | first_encounter_avg_pupil_size_z__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_fixations_count__contrast | skip_rate__contrast | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | area_dwell_proportion__distance_furthest | mean_avg_fix_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | has_xyx | has_xyxy | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.4758983347940403,0.8510971786833855,0.6104553119730185,638,0.9654042243262928,0.8159433671899046,0.8844036697247707,3249
