model_name,accuracy,balanced_accuracy,n_test,n_positive,n_negative,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,formula
full_features_correctness_glmer,0.8585027013120659,0.6319460726280861,3887,3249,638,0.6527777777777778,0.2946708463949843,0.4060475161987041,638,0.8749652681300362,0.969221298861188,0.9196845794392523,3249,0.763871522953907,0.6319460726280861,0.6628660478189782,0.8384961096930048,0.8585027013120659,0.8353778013719846,0.8623029415368701,0.965233217631381,is_correct ~ area_dwell_proportion_answer_A + num_label_visits_wrong_mean + num_label_visits_contrast + area_dwell_proportion_answer_D + mean_first_fixation_duration_wrong_mean + num_label_visits_distance_furthest + has_xyx + area_dwell_proportion_answer_B + mean_max_fix_pupil_size_z_wrong_mean + skip_rate_distance_closest + area_dwell_proportion_answer_C + mean_max_fix_pupil_size_z_contrast + first_encounter_avg_pupil_size_z_distance_closest + num_label_visits_question + (1|participant_id) + (1|text_id_with_q)
