run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
30_most_frequent_last_ans,trial_level_log_reg,1583,0.8761844598862919,0.8700850431619662,1352,231,0.7609899290972316,0.8700850431619662,0.7969141911599142,0.9116702896742872,0.8761844598862919,0.886764515975151,0.9303036706882861,0.9817481153731273,31,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast | skip_rate__distance_closest | area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__contrast | RT_normalized_critical__x__RT_normalized_answer_B | area_dwell_proportion__distance_furthest | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_C | last_visited_answer_C | last_visited_answer_D | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_closest | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__contrast | skip_rate__correct | RT_normalized_critical__x__RT_normalized_answer_A | RT_pure_outside__x__RT_pure_answer_B | TFD_pure_critical__x__TFD_pure_answer_A | last_visited_answer_B,0.5482093663911846,0.8614718614718615,0.67003367003367,231,0.9737704918032787,0.878698224852071,0.9237947122861586,1352
