run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
interactions_and_rt_tfd_tso,trial_level_log_reg,1583,0.7984838913455464,0.7474256512718052,1352,231,0.6633009298393914,0.7474256512718052,0.6843074922558039,0.8568387329663387,0.7984838913455464,0.8187526008478222,0.8314986295755527,0.9617339103914826,45,RT_normalized_question | RT_normalized_answer_A | RT_normalized_answer_B | RT_normalized_answer_C | RT_normalized_answer_D | TFD_normalized_question | TFD_normalized_answer_A | TFD_normalized_answer_B | TFD_normalized_answer_C | TFD_normalized_answer_D | TimeSinceOffset_normalized_question | TimeSinceOffset_normalized_answer_A | TimeSinceOffset_normalized_answer_B | TimeSinceOffset_normalized_answer_C | TimeSinceOffset_normalized_answer_D | RT_normalized_outside__x__RT_normalized_question | RT_normalized_outside__x__RT_normalized_answer_A | RT_normalized_outside__x__RT_normalized_answer_B | RT_normalized_outside__x__RT_normalized_answer_C | RT_normalized_outside__x__RT_normalized_answer_D | RT_normalized_distractor__x__RT_normalized_question | RT_normalized_distractor__x__RT_normalized_answer_A | RT_normalized_distractor__x__RT_normalized_answer_B | RT_normalized_distractor__x__RT_normalized_answer_C | RT_normalized_distractor__x__RT_normalized_answer_D | RT_normalized_critical__x__RT_normalized_question | RT_normalized_critical__x__RT_normalized_answer_A | RT_normalized_critical__x__RT_normalized_answer_B | RT_normalized_critical__x__RT_normalized_answer_C | RT_normalized_critical__x__RT_normalized_answer_D | TFD_normalized_outside__x__TFD_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_A | TFD_normalized_outside__x__TFD_normalized_answer_B | TFD_normalized_outside__x__TFD_normalized_answer_C | TFD_normalized_outside__x__TFD_normalized_answer_D | TFD_normalized_distractor__x__TFD_normalized_question | TFD_normalized_distractor__x__TFD_normalized_answer_A | TFD_normalized_distractor__x__TFD_normalized_answer_B | TFD_normalized_distractor__x__TFD_normalized_answer_C | TFD_normalized_distractor__x__TFD_normalized_answer_D | TFD_normalized_critical__x__TFD_normalized_question | TFD_normalized_critical__x__TFD_normalized_answer_A | TFD_normalized_critical__x__TFD_normalized_answer_B | TFD_normalized_critical__x__TFD_normalized_answer_C | TFD_normalized_critical__x__TFD_normalized_answer_D,0.39,0.6753246753246753,0.49445324881141045,231,0.9366018596787827,0.8195266272189349,0.8741617357001973,1352
