model_name,accuracy,balanced_accuracy,n_test,n_positive,n_negative,precision_0,recall_0,f1_0,support_0,precision_1,recall_1,f1_1,support_1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,formula
full_features_correctness_glmer,0.8603035760226395,0.6531771048916908,3887,3249,638,0.6376811594202898,0.3448275862068966,0.4476093591047813,638,0.8819875776397516,0.9615266235764851,0.9200412310410838,3249,0.7598343685300206,0.6531771048916908,0.6838252950729325,0.8418878876927445,0.8603035760226395,0.8424977439571216,0.8889187992254187,0.9737486165832846,is_correct ~ area_dwell_proportion_answer_A + num_label_visits_wrong_mean + pref_matching_num_label_visits_high + pref_matching_mean_fixations_count_high + num_label_visits_contrast + mean_first_fixation_duration_wrong_mean + area_dwell_proportion_answer_B + has_xyx + area_dwell_proportion_answer_C + skip_rate_distance_closest + mean_max_fix_pupil_size_z_wrong_mean + num_label_visits_distance_furthest + pref_matching_skip_rate_low + pref_matching_first_encounter_avg_pupil_size_z_high + num_label_visits_question + first_encounter_avg_pupil_size_z_distance_closest + (1|participant_id) + (1|text_id_with_q)
