run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
select_1_plus_tfd,trial_level_log_reg,1583,0.8136449778900822,0.8047577422577423,1352,231,0.6919754331470986,0.8047577422577423,0.7179710171185616,0.8806221270017108,0.8136449778900822,0.834294780703024,0.8560125771664234,0.9672115304080693,18,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | TFD_pure_question | TFD_pure_answer_A | TFD_pure_answer_B | TFD_pure_answer_C | TFD_pure_answer_D | TFD_normalized_question | TFD_normalized_answer_A | TFD_normalized_answer_B | TFD_normalized_answer_C | TFD_normalized_answer_D,0.4255813953488372,0.7922077922077922,0.5537065052950075,231,0.95836947094536,0.8173076923076923,0.8822355289421158,1352
