participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
L56_481,31,101.41666666666669,71.7,83.75,104.55555555555556,A,1,0.36362518445646824,0.03473930152483994,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,32,120.0,141.0,508.0,99.3,A,1,1.8827594149487505,1.6906599101692965,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,33,149.42857142857142,9.88888888888889,130.85714285714286,141.57142857142858,A,1,1.292794117647059,0.0727941176470586,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,34,176.0,0.0,286.0,205.5,B,0,1.7138576779026218,0.48239700374531835,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,35,167.0,169.0,176.0,140.0,A,1,0.22085889570552147,0.04294478527607362,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,36,258.25,172.5,301.2,54.71428571428572,A,1,1.2533209846276772,0.21839049149664488,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,37,552.0,196.0,141.0,191.0,C,0,1.5222222222222221,1.3185185185185184,answer_A,A,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,38,199.4,198.0,81.14285714285714,105.2,A,1,0.8103372326366797,0.009593265136312505,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,39,123.0,160.30769230769232,132.25,156.4,A,1,0.2609122514440956,0.027328540976000158,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,40,0.0,92.0,35.333333333333336,147.66666666666666,A,1,2.147878787878788,0.8096969696969696,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,41,211.54545454545453,148.6,170.35294117647058,188.42857142857144,A,1,0.3502189091331045,0.12861881205267914,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,42,101.0,219.78571428571428,113.44444444444444,140.25,A,1,0.8270831462536867,0.5537925937182683,answer_B,B,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,43,196.22222222222223,159.33333333333334,141.5,107.6,A,1,0.5862658262739118,0.2440324151491207,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,44,221.1428571428572,190.7,118.2,210.625,A,1,0.5559461296995475,0.056802017484220604,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,45,172.0,167.66666666666666,146.75,375.0,A,1,1.0598819773628714,0.9426332591661024,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,46,114.0,231.0,270.0,0.0,A,1,1.7560975609756098,0.25365853658536586,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,47,243.3,57.75,103.53846153846152,193.44444444444449,A,1,1.2410688317896923,0.3334636275481509,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,48,203.6,168.16666666666666,82.53846153846153,118.875,A,1,0.8448411415841219,0.24727537881880335,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,49,225.66666666666663,66.0,124.125,218.125,B,0,1.0074930984619428,0.04758774812672515,answer_A,A,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,50,144.5,73.7,141.2,147.83333333333334,A,1,0.5846093185253336,0.02628639022146291,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
L56_481,51,251.11111111111111,145.44444444444446,125.66666666666669,53.0,A,1,1.3776318331079778,0.734788487541047,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
L56_481,52,141.45454545454547,122.0,77.91666666666667,67.0,A,1,0.7292829978666172,0.1905574622020222,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
