group_name,n_levels,mean,std,min,q25,median,q75,max,mean_abs,max_abs
participant_id,360,-7.00674086652321e-16,0.7258893725720448,-1.8239336104186357,-0.48037017457139985,-0.008521882697319856,0.4522078759715549,2.399357012267832,0.5717623863087031,2.399357012267832
text_id_with_q,972,-9.393491928515727e-16,1.2651288017289208,-4.114539425912429,-0.880158783039368,-0.08539935730943299,1.0151131250096315,3.159817156682097,1.0330848317744512,4.114539425912429
