run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent,trial_level_log_reg,3887,0.7638281450990481,0.7718125953391977,3249,638,0.6688452963176064,0.7718125953391977,0.6823070693516129,0.8557331773789056,0.7638281450990481,0.7904084044336613,0.8402802502047894,0.960204272450172,5,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean,0.390625,0.7836990595611285,0.5213764337851929,638,0.9470655926352128,0.7599261311172668,0.8432377049180327,3249
