run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - correct+mean_wrong RT,trial_level_log_reg,2038,0.795387634936212,0.7503214285714286,1750,288,0.658829194599188,0.7503214285714286,0.6796441822830732,0.8609025142072134,0.795387634936212,0.8177804498576764,0.8341547619047619,0.9630271717923855,2,RT_normalized_correct | RT_normalized_wrong_mean,0.37714285714285717,0.6875,0.4870848708487085,288,0.9405155320555189,0.8131428571428572,0.872203493717438,1750
