area,term,estimate,ci_low,ci_high
answer_A,C(area_label)[answer_A],120.8840153525941,113.81507012228133,127.95296058290688
answer_B,C(area_label)[answer_B],119.21201867229911,112.14307344198633,126.28096390261189
answer_C,C(area_label)[answer_C],114.63001186907383,107.56106663876105,121.6989570993866
answer_D,C(area_label)[answer_D],141.38876013055312,134.31981490024035,148.4577053608659
