area,term,estimate,ci_low,ci_high
answer_A,C(area_label)[answer_A],119.76297370861793,114.02466910771416,125.50127830952171
answer_B,C(area_label)[answer_B],112.9575919686489,107.21928736774512,118.69589656955267
answer_C,C(area_label)[answer_C],141.53676199974774,135.79845739884396,147.2750666006515
answer_D,C(area_label)[answer_D],112.1001143428847,106.36180974198092,117.83841894378847
