run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
7_most_frequent_last_select,trial_level_log_reg,3887,0.7916130692050425,0.8167743438781743,3249,638,0.6982128141272357,0.8167743438781743,0.7178941992366001,0.8771328919028436,0.7916130692050425,0.8147638366234158,0.8941627566138026,0.974797329547983,12,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.4318541996830428,0.85423197492163,0.5736842105263158,638,0.9645714285714285,0.7793167128347184,0.8621041879468846,3249
