run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
complete_pruned_t05,trial_level_log_reg,1583,0.8711307643714467,0.8653317836010144,1352,231,0.7547012496484109,0.8653317836010144,0.7902494154325799,0.9091598129673731,0.8711307643714467,0.8824854196650007,0.9279534567996106,0.9826783722967432,29,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | has_xyx | has_xyxy | ANSWER_PRESS_NUMBER | RT_normalized_question | RT_pure_outside__x__RT_pure_answer_B | RT_normalized_outside__x__RT_normalized_answer_B | RT_normalized_critical__x__RT_normalized_answer_B | TFD_normalized_outside__x__TFD_normalized_answer_D | TFD_normalized_distractor__x__TFD_normalized_answer_C | last_visited_answer_A | last_visited_answer_C | last_before_confirm_answer_B | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5365853658536586,0.8571428571428571,0.66,231,0.9728171334431631,0.8735207100591716,0.9204988308651598,1352
