run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
7_most_frequent,trial_level_log_reg,1583,0.7466835123183828,0.7906820743359204,1352,231,0.6579623674997738,0.7906820743359204,0.6632352668114985,0.8765478693495776,0.7466835123183828,0.7819478089602515,0.8722111222111223,0.9692134653540584,7,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D,0.34929078014184395,0.8528138528138528,0.49559748427672956,231,0.9666339548577036,0.7285502958579881,0.8308730493462674,1352
