run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
last(confirm)_only,trial_level_log_reg,3888,0.7258230452674898,0.7946990491094099,3221,667,0.6729820489050742,0.7946990491094099,0.6680505475881933,0.86857031660016,0.7258230452674898,0.7590190796923383,0.8285471514475609,0.9445580613747906,4,last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.37523452157598497,0.8995502248875562,0.529567519858782,667,0.9707295762341633,0.6898478733312636,0.8065335753176044,3221
