run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
10_most_frequent,trial_level_log_reg,1583,0.8528111181301327,0.8564016112093036,1352,231,0.7352250633981403,0.8564016112093036,0.7694158172275933,0.9035698492915802,0.8528111181301327,0.8676155360424531,0.917105330566869,0.9829036279141432,10,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast,0.4975,0.8614718614718615,0.6307448494453248,231,0.9729501267962807,0.8513313609467456,0.908086785009862,1352
