run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_last_ans,trial_level_log_reg,1583,0.7662665824384081,0.8326561259253566,1352,231,0.6803463803135719,0.8326561259253566,0.690045426065163,0.8948598470884971,0.7662665824384081,0.7988911793064467,0.8638813109966956,0.9637886175303673,4,last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.37742504409171074,0.9264069264069265,0.5363408521303258,231,0.9832677165354331,0.738905325443787,0.84375,1352
