run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent_last_all,trial_level_log_reg,3887,0.8518137381013635,0.8571940630876537,3249,638,0.7497610044223458,0.8571940630876537,0.7813118289652585,0.8975478528061035,0.8518137381013635,0.8647193888902109,0.9286098158005693,0.9829117556686504,19,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5297504798464492,0.8652037617554859,0.6571428571428571,638,0.9697715289982425,0.8491843644198215,0.90548080078766,3249
