run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
baseline_rt_tfd_tso,trial_level_log_reg,1583,0.8237523689197725,0.7783706677937448,1352,231,0.6908680761377857,0.7783706677937448,0.7163798401374764,0.8709929760272745,0.8237523689197725,0.8399574630994414,0.8546837777607009,0.9647979501835755,30,RT_pure_question | RT_pure_answer_A | RT_pure_answer_B | RT_pure_answer_C | RT_pure_answer_D | RT_normalized_question | RT_normalized_answer_A | RT_normalized_answer_B | RT_normalized_answer_C | RT_normalized_answer_D | TFD_pure_question | TFD_pure_answer_A | TFD_pure_answer_B | TFD_pure_answer_C | TFD_pure_answer_D | TFD_normalized_question | TFD_normalized_answer_A | TFD_normalized_answer_B | TFD_normalized_answer_C | TFD_normalized_answer_D | TimeSinceOffset_pure_question | TimeSinceOffset_pure_answer_A | TimeSinceOffset_pure_answer_B | TimeSinceOffset_pure_answer_C | TimeSinceOffset_pure_answer_D | TimeSinceOffset_normalized_question | TimeSinceOffset_normalized_answer_A | TimeSinceOffset_normalized_answer_B | TimeSinceOffset_normalized_answer_C | TimeSinceOffset_normalized_answer_D,0.4365079365079365,0.7142857142857143,0.541871921182266,231,0.9452282157676348,0.8424556213017751,0.8908877590926867,1352
