run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_no_last_pruned_t05,trial_level_log_reg,3887,0.7926421404682275,0.7928275013001348,3249,638,0.6900255458228197,0.7928275013001348,0.7106649718027545,0.8654884984221384,0.7926421404682275,0.8141170681708307,0.8634125185371724,0.9661585833469324,13,area_dwell_proportion__correct | mean_first_fixation_duration__wrong_mean | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__wrong_mean | mean_max_fix_pupil_size_z__contrast | num_label_visits__contrast | mean_avg_fix_pupil_size_z__distance_furthest | num_label_visits__distance_furthest | skip_rate__distance_closest | mean_min_fix_pupil_size_z__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | has_xyx | has_xyxy,0.4288135593220339,0.7931034482758621,0.5566556655665567,638,0.9512375323236054,0.7925515543244075,0.8646742780389524,3249
