group,n,k_correct,accuracy,ci_low,ci_high
> 6,4634,3383,0.7300388433318947,0.7170700881438672,0.7426265086523667
≤ 6,5083,4507,0.8866810938422192,0.8776732003591026,0.8951049415826478
