group,n,k_correct,accuracy,ci_low,ci_high
> 4,8229,6526,0.7930489731437599,0.7841600154819875,0.8016644463903263
≤ 4,1488,1364,0.9166666666666666,0.9015275147077306,0.9296599250311799
