run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - total_answering_RT,trial_level_log_reg,1583,0.7005685407454201,0.6308787366479673,1352,231,0.576406724913359,0.6308787366479673,0.5739404469882802,0.8064652299509466,0.7005685407454201,0.7384249117643564,0.654739491277953,0.9057214819130143,1,total_answering_RT,0.25153374233128833,0.5324675324675324,0.3416666666666667,231,0.9012797074954296,0.7292899408284024,0.8062142273098937,1352
