run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
7_most_frequent_last_ans,trial_level_log_reg,3887,0.8055055312580396,0.8257143987395206,3249,638,0.7084364204410389,0.8257143987395206,0.7316678427883287,0.8812022338992455,0.8055055312580396,0.8262191937419409,0.8939770230724475,0.9735649997880647,11,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.4512396694214876,0.8557993730407524,0.5909090909090909,638,0.9656331714605902,0.7956294244382887,0.8724265946675667,3249
