run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
second_selected_last_confirm,trial_level_log_reg,3887,0.8037046565474659,0.8208583108764597,3249,638,0.7057964422413446,0.8208583108764597,0.7286774942037811,0.8788758921758624,0.8037046565474659,0.8245169858277346,0.8870023667759841,0.9725207716534249,9,area_dwell_proportion__correct | area_dwell_proportion__distance_closest | num_label_visits__correct | num_label_visits__distance_closest | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question,0.44813278008298757,0.8463949843260188,0.5860010851871947,638,0.9634601043997018,0.7953216374269005,0.8713539032203675,3249
