run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent_last_select,trial_level_log_reg,3887,0.7895549266786726,0.8142835847248876,3249,638,0.6963321224307498,0.8142835847248876,0.7155127553576797,0.8759666182915071,0.7895549266786726,0.8130034811867831,0.8943137555708002,0.9746673680167424,10,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.42890995260663506,0.8510971786833855,0.5703781512605042,638,0.9637542922548645,0.7774699907663897,0.8606473594548552,3249
