TRIAL_INDEX,participant_id,critical,distractor,outside,answer_A,answer_B,answer_C,answer_D,question,loc_answer_A,loc_answer_B,loc_answer_C,loc_answer_D,loc_question,selected_answer_label,selected_answer_position,dwell_selected,screenloc_selected
14,l18_99,262.0,163.4,262.7037037037037,195.3846153846154,230.69230769230768,114.63636363636364,121.4,0.0,answer_2,answer_1,answer_0,answer_3,question,A,2,195.3846153846154,answer_2
14,l19_230,109.15217391304348,122.875,144.50588235294117,176.875,211.5,137.28571428571428,220.42857142857142,61.625,answer_2,answer_0,answer_3,answer_1,question,A,2,176.875,answer_2
14,l1_161,132.84848484848484,123.25,121.47540983606558,310.2,231.75,168.46153846153845,90.0,19.285714285714285,answer_1,answer_3,answer_0,answer_2,question,A,1,310.2,answer_1
14,l1_168,257.27272727272725,229.35714285714286,218.51282051282053,178.54545454545453,182.28571428571428,78.4375,97.0,0.0,answer_0,answer_2,answer_3,answer_1,question,A,0,178.54545454545453,answer_0
14,l1_322,320.3,363.1666666666667,245.14285714285714,148.25,256.6666666666667,192.2,160.2,18.0,answer_1,answer_2,answer_0,answer_3,question,A,1,148.25,answer_1
14,l20_101,196.71794871794873,119.625,225.32692307692307,102.25,131.66666666666666,186.30769230769232,63.42857142857143,14.090909090909092,answer_2,answer_0,answer_3,answer_1,question,A,2,102.25,answer_2
14,l20_253,330.7692307692308,263.1904761904762,312.2608695652174,281.7142857142857,345.1,361.8,225.625,0.0,answer_0,answer_1,answer_3,answer_2,question,B,1,345.1,answer_1
14,l20_362,255.58333333333334,155.78571428571428,120.94736842105263,314.1666666666667,215.71428571428572,89.2,164.25,0.0,answer_1,answer_0,answer_3,answer_2,question,A,1,314.1666666666667,answer_1
14,l21_102,89.95238095238095,154.88888888888889,143.0731707317073,149.73333333333332,175.54545454545453,133.4,101.55555555555556,0.0,answer_1,answer_3,answer_0,answer_2,question,A,1,149.73333333333332,answer_1
14,l21_366,138.2,249.57142857142858,149.72,123.33333333333333,130.9090909090909,212.8,207.3,0.0,answer_3,answer_2,answer_1,answer_0,question,A,3,123.33333333333333,answer_3
14,l22_233,854.7,1121.2,527.6666666666666,251.71428571428572,1082.625,420.57142857142856,188.33333333333334,182.71428571428572,answer_3,answer_0,answer_1,answer_2,question,B,0,1082.625,answer_0
14,l23_234,235.5,158.2941176470588,194.07142857142858,81.8,96.8,72.14285714285714,58.0,37.0,answer_2,answer_0,answer_1,answer_3,question,A,2,81.8,answer_2
14,l23_368,173.14285714285714,384.8,241.41935483870967,223.0,122.6,172.14285714285714,165.71428571428572,0.0,answer_0,answer_2,answer_3,answer_1,question,A,0,223.0,answer_0
14,l23_97,173.72972972972974,273.76190476190476,281.2173913043478,470.8181818181818,152.30769230769232,378.85714285714283,167.23076923076923,0.0,answer_2,answer_0,answer_3,answer_1,question,A,2,470.8181818181818,answer_2
14,l24_241,670.08,249.5,167.57407407407408,0.0,1925.0,178.14285714285714,461.6666666666667,0.0,answer_2,answer_0,answer_3,answer_1,question,B,0,1925.0,answer_0
14,l24_372,301.3333333333333,59.0,162.48936170212767,233.0,178.0,0.0,109.0,1.0,answer_3,answer_0,answer_1,answer_2,question,A,3,233.0,answer_3
14,l25_106,90.19047619047619,196.85714285714286,214.11363636363637,228.11111111111111,85.8,97.1,73.22222222222223,8.166666666666666,answer_3,answer_1,answer_2,answer_0,question,A,3,228.11111111111111,answer_3
14,l25_243,246.0909090909091,187.125,234.96153846153845,359.14285714285717,99.66666666666667,78.57142857142857,131.57142857142858,23.714285714285715,answer_0,answer_3,answer_1,answer_2,question,A,0,359.14285714285717,answer_0
14,l25_373,394.85185185185185,198.57142857142858,159.0,210.83333333333334,283.42857142857144,269.0,134.5,0.0,answer_3,answer_0,answer_2,answer_1,question,A,3,210.83333333333334,answer_3
14,l26_107,188.72972972972974,70.5,98.72826086956522,91.9,38.888888888888886,37.714285714285715,54.285714285714285,0.0,answer_3,answer_2,answer_0,answer_1,question,A,3,91.9,answer_3
14,l26_244,231.03125,422.6666666666667,280.7105263157895,324.0,222.6,217.2,130.0,22.5,answer_2,answer_0,answer_1,answer_3,question,A,2,324.0,answer_2
14,l26_375,608.2857142857143,364.0,222.46153846153845,201.5,231.5,1236.0,140.0,19.125,answer_0,answer_3,answer_1,answer_2,question,C,1,1236.0,answer_1
14,l27_378,304.43333333333334,242.2,266.8556701030928,309.25,235.2,144.71428571428572,49.0,20.857142857142858,answer_2,answer_3,answer_0,answer_1,question,A,2,309.25,answer_2
14,l28_246,467.6,289.2903225806452,544.0114942528736,258.3333333333333,171.23076923076923,290.0,705.8,14.416666666666666,answer_2,answer_1,answer_0,answer_3,question,C,0,290.0,answer_0
14,l28_380,115.3913043478261,175.38095238095238,179.29545454545453,121.41666666666667,151.6,110.14285714285714,77.76923076923077,0.0,answer_1,answer_3,answer_0,answer_2,question,B,3,151.6,answer_3
14,l28_495,203.3913043478261,187.89285714285714,215.5581395348837,134.66666666666666,352.73333333333335,78.83333333333333,98.5,11.0,answer_3,answer_0,answer_2,answer_1,question,A,3,134.66666666666666,answer_3
14,l29_110,252.71428571428572,150.86666666666667,183.575,127.22222222222223,90.46666666666667,88.44444444444444,80.5,0.0,answer_0,answer_1,answer_2,answer_3,question,A,0,127.22222222222223,answer_0
14,l29_248,207.1818181818182,62.666666666666664,229.64,288.375,158.6,163.33333333333334,167.14285714285714,45.77777777777778,answer_2,answer_0,answer_1,answer_3,question,A,2,288.375,answer_2
14,l29_454,324.8484848484849,305.4,395.3863636363636,575.2857142857143,523.0,282.75,757.3333333333334,245.25,answer_1,answer_3,answer_2,answer_0,question,A,1,575.2857142857143,answer_1
14,l2_165,214.625,1073.5,324.89130434782606,163.76923076923077,165.33333333333334,198.71428571428572,96.77777777777777,0.0,answer_3,answer_2,answer_0,answer_1,question,A,3,163.76923076923077,answer_3
14,l2_174,158.1764705882353,114.75,163.83636363636364,148.0,335.0,118.0,78.125,19.7,answer_2,answer_0,answer_3,answer_1,question,A,2,148.0,answer_2
14,l2_324,64.42857142857143,131.8,57.21917808219178,110.66666666666667,0.0,17.153846153846153,77.2,0.0,answer_1,answer_3,answer_2,answer_0,question,A,1,110.66666666666667,answer_1
14,l30_111,128.8048780487805,135.4,107.8,269.0,184.0,0.0,55.0,0.0,answer_1,answer_3,answer_0,answer_2,question,A,1,269.0,answer_1
14,l30_254,327.42857142857144,399.3333333333333,399.05263157894734,135.7,72.2,169.66666666666666,94.5,0.0,answer_1,answer_0,answer_3,answer_2,question,A,1,135.7,answer_1
14,l30_386,150.8,326.0,187.25316455696202,143.75,83.14285714285714,108.42857142857143,74.42857142857143,113.25,answer_3,answer_1,answer_2,answer_0,question,A,3,143.75,answer_3
14,l31_112,267.05263157894734,138.75,187.96825396825398,648.3333333333334,693.4285714285714,827.3333333333334,1065.0,192.75,answer_3,answer_0,answer_2,answer_1,question,A,3,648.3333333333334,answer_3
14,l31_257,203.3684210526316,174.69230769230768,230.0897435897436,430.6,124.33333333333333,164.58333333333334,116.5,4.928571428571429,answer_1,answer_2,answer_3,answer_0,question,A,1,430.6,answer_1
14,l32_263,153.17857142857142,174.25,212.06976744186048,721.0,742.0,489.0,30.9,7.4,answer_2,answer_3,answer_1,answer_0,question,C,1,489.0,answer_1
14,l32_390,134.3684210526316,227.55555555555554,380.4375,196.33333333333334,322.5,155.88888888888889,83.77777777777777,25.6,answer_3,answer_1,answer_0,answer_2,question,B,1,322.5,answer_1
14,l32_502,165.52631578947367,59.5,139.94666666666666,398.125,505.8333333333333,213.16666666666666,164.33333333333334,45.15384615384615,answer_2,answer_0,answer_3,answer_1,question,A,2,398.125,answer_2
14,l33_115,98.0,102.125,112.89247311827957,82.85714285714286,88.4,80.125,90.66666666666667,10.333333333333334,answer_3,answer_0,answer_2,answer_1,question,A,3,82.85714285714286,answer_3
14,l33_515,224.175,323.14285714285717,246.4,305.75,263.90909090909093,212.0,86.2,9.0,answer_0,answer_1,answer_2,answer_3,question,A,0,305.75,answer_0
14,l34_116,306.4,179.33333333333334,208.01754385964912,409.3333333333333,168.0,148.85714285714286,328.1666666666667,0.0,answer_0,answer_2,answer_1,answer_3,question,A,0,409.3333333333333,answer_0
14,l34_277,244.20689655172413,246.69230769230768,211.38983050847457,617.4,209.84615384615384,166.0,424.6666666666667,42.3,answer_1,answer_2,answer_0,answer_3,question,B,2,209.84615384615384,answer_2
14,l34_398,133.5952380952381,264.6666666666667,211.45299145299145,236.66666666666666,43.2,109.0,141.75,122.8,answer_1,answer_0,answer_3,answer_2,question,A,1,236.66666666666666,answer_1
14,l35_118,290.8545454545455,340.0,183.95238095238096,254.27272727272728,310.5,150.375,135.1,0.0,answer_3,answer_2,answer_0,answer_1,question,A,3,254.27272727272728,answer_3
14,l35_278,100.82758620689656,119.3,133.6,181.2,66.53846153846153,238.28571428571428,285.1666666666667,14.5,answer_3,answer_1,answer_2,answer_0,question,A,3,181.2,answer_3
14,l35_399,106.28125,159.22222222222223,142.16666666666666,219.5,58.333333333333336,93.0,102.71428571428571,28.857142857142858,answer_0,answer_3,answer_1,answer_2,question,A,0,219.5,answer_0
14,l36_119,428.2142857142857,358.625,297.0243902439024,251.5,114.0,80.82352941176471,55.0,15.8,answer_3,answer_1,answer_0,answer_2,question,A,3,251.5,answer_3
