run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
5_most_frequent_last_ans,trial_level_log_reg,3887,0.8055055312580396,0.8244547876317864,3249,638,0.7080081997076658,0.8244547876317864,0.7312671697643878,0.8805950015232767,0.8055055312580396,0.8261454672973907,0.8936605524149701,0.9733353444341424,9,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | num_label_visits__distance_furthest | num_label_visits__wrong_mean | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.45107794361525705,0.8526645768025078,0.5900216919739696,638,0.9649384558000746,0.7962449984610649,0.8725126475548061,3249
