run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
3_most_frequent_last_ans,trial_level_log_reg,3887,0.7995883714947261,0.8190258203392218,3249,638,0.7029717268372215,0.8190258203392218,0.7248321147413057,0.8780349185101877,0.7995883714947261,0.8211739638939121,0.8851920677787521,0.9709583460682816,7,area_dwell_proportion__correct | has_xyx | mean_first_fixation_duration__wrong_mean | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.4423548650858545,0.8479623824451411,0.5814078452444922,638,0.9635885885885885,0.7900892582333026,0.8682563842381193,3249
