run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
10_most_frequent_last_all,trial_level_log_reg,1583,0.8730259001895135,0.8682359307359307,1352,231,0.7572117105027734,0.8682359307359307,0.793069607637193,0.9104911752475618,0.8730259001895135,0.8841580262867371,0.9216200466200466,0.9836753470084707,19,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | has_xyx | last_before_confirm_answer_B | last_before_select_answer_A | last_before_select_answer_D | last_before_select_question | last_visited_answer_A | num_label_visits__contrast | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_B | last_before_select_answer_C,0.5407608695652174,0.8614718614718615,0.664440734557596,231,0.9736625514403292,0.875,0.9216984807167901,1352
