term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.09164479044083011,0.026769505432469035,0.0011804190376924829,0.039176559793190804,0.1441130210884694,**
distractor,0.037241278307322254,0.023952349050583632,0.12138070078354951,-0.009705325831821668,0.08418788244646618,
outside,0.11785375965277804,0.03755661570235937,0.002063687172503244,0.04424279287615368,0.1914647264294024,**
